subject,wm_snr_orig,gm_snr_orig,wm_snr_norm,gm_snr_norm,cc_size,holes_lh,holes_rh,defects_lh,defects_rh,topo_lh,topo_rh,con_snr_lh,con_snr_rh,rot_tal_x,rot_tal_y,rot_tal_z
sub-212152_ffs,6.630103242693124,3.3850125468632766,12.40869605699525,5.861137237075549,0.0035697849671066386,62,46,57,68,5.7,6.8,3.1644888,3.14355,-0.0018109982595851067,-0.0366093183901379,0.0978899062709825
sub-219843_ffs,13.036874179789672,6.910893566113155,19.514802499602762,6.127726702469195,0.0031001433966098475,11,4,5,10,0.4,0.9,3.759729,3.6591737,-0.057458100478566594,-0.05298425682000853,-0.0033935896109750924
sub-228373_ffs,8.25033036176737,4.141356448183907,13.18680142589362,5.874115425312149,0.0027346053311455083,40,29,37,43,4.5,5.7,3.4478295,3.5280619,-0.041455835194417666,0.038193954578589234,0.01372819046105696
sub-253306_ffs,10.873587917997396,6.532160028947303,15.524702375280066,6.343400890405751,0.0032137177860975417,21,23,24,26,1.8,2.6,3.5310388,3.4837584,-0.12347051951009072,0.032853324038992306,0.024684536765244104
sub-258056_ffs,7.293655893999067,3.7491646435623665,19.61343194286159,6.215161686853016,0.002126851157461916,21,13,20,17,1.3,2.2,3.658171,3.7280297,-0.18080681304324325,0.02196991308346716,0.07348709788863476
sub-261051_ffs,11.230300364094019,5.5374525207634235,16.231954469877184,5.907593486118242,0.0043379666455750625,14,7,12,11,1.3,1.7,3.7620482,3.8804333,-0.005698146564841647,0.10192174914296052,0.036251415892530954
sub-262577_ffs,8.505706697513126,4.571688670190966,17.104662701988172,6.471838973160446,0.003339196618061112,15,11,17,17,1.5,2.0,3.6601799,3.5453815,-0.20083875692389921,-0.05359101678142272,-0.028014209528874075
sub-275147_ffs,9.281196670900353,4.256633566085394,9.738551555735038,5.998340937071895,0.002953081001678558,84,82,95,86,9.7,10.7,2.9422452,2.872639,-0.12080593683836774,-0.03666706341924369,0.010354999113902913
sub-275211_ffs,8.659225957573282,4.4286120453518585,16.75002844866037,5.883541659461469,0.002908648109047639,15,11,16,15,1.5,2.3,3.652987,3.6089206,-0.2053922287188669,-0.05122146054644202,0.01856587612985363
sub-278729_ffs,11.639759386705231,6.839797897313634,14.811075883094096,6.315474777031103,0.003250027953243318,18,21,26,27,2.0,2.9,3.533327,3.6570694,-0.023985877847297225,0.022524603886023686,-0.023352697254886298
sub-279373_ffs,9.203059542361519,6.3975406568138,7.683296451948515,6.256654252928808,0.0020756593021905878,118,110,94,76,14.8,123.8,2.32587,2.2269492,-0.4329267322405802,0.09027528864937713,-0.003758404026688379
sub-281888_ffs,11.541818637576265,7.036880020049003,9.252710253309145,5.629595623289097,0.0025961721518582325,66,71,60,59,9.4,10.1,3.1299686,3.0033476,-0.05251900756796748,0.02390650467338032,0.08905771463772208
sub-282628_ffs,8.50902181189132,4.186364165633623,12.884325011765458,6.007558544988832,0.0034233175157150682,33,16,24,42,2.4,4.3,3.3639119,3.4695666,-0.1666690369898212,-0.023363371578848952,0.08043146442727757
sub-292060_ffs,12.398061314471734,6.824217050311428,13.640775136426766,6.35084183338659,0.0031473998979863055,58,40,44,64,4.7,5.5,3.1775491,3.2077327,0.05104419531344443,-0.052769766646628774,0.054128393333156
sub-292213_ffs,12.12069376366096,6.805060112572447,13.518048423043874,6.497471083013784,0.003104179710659692,47,47,41,42,3.8,4.2,3.2998114,3.192549,-0.08864051950209637,-0.03838922149058854,0.05585847913511289
sub-307592_ffs,7.840214214819601,4.044366175472136,10.45487379450677,5.6161202348998005,0.0032570912664103323,49,49,56,69,5.1,9.0,3.1721373,3.2432883,-0.08322372786264483,0.06382432808366538,0.02836542207720734
sub-313623_ffs,9.111618219809431,4.547148743031775,18.05020250297434,5.799288029847576,0.003700152761741468,10,15,20,18,2.2,2.9,3.7009099,3.6976116,-0.05593991798396493,-0.03848697252472483,-0.055747073233478356
sub-335448_ffs,11.057616075434343,5.048995630629418,13.199370633491098,5.850029733749383,0.002487844802723955,37,31,28,41,5.3,6.0,3.3940723,3.3167968,-0.18046127635760548,-0.0522554260879005,-0.07971477697559731
sub-365622_ffs,11.84303129133315,5.955975598958257,13.156776442839814,6.15908034841849,0.003420987848042617,24,30,29,32,2.8,3.8,3.5654821,3.4788947,-0.22806953016325765,0.02272277126406328,0.006425213948156772
sub-367500_ffs,10.127207703527969,4.809203949940343,12.871330843291485,5.87758720469044,0.003944158404399402,45,28,45,43,4.1,6.2,3.3403075,3.3386958,0.008360492198097513,0.01326848812960591,-0.036007048146255625
sub-401697_ffs,8.331305376023787,4.0811546244055705,9.781240207396625,6.334369382538334,0.0023757645742414667,122,86,78,89,17.1,18.0,2.6338637,2.6084294,-0.1319281945490151,-0.03222457541744886,-0.007698850364984738
sub-402511_ffs,12.221312472755285,5.643470200054022,18.044177318064115,6.6884737987872525,0.0038466989255755185,28,19,15,27,1.7,2.6,3.3674335,3.4152055,-0.1065750168715338,0.018856354713225214,0.06597008714846964
sub-407309_ffs,10.829974642665501,6.209461509489828,14.836723401558762,5.794079049617226,0.0034341683638437416,22,16,25,18,1.7,4.1,3.577998,3.5956461,-0.12258096014335056,-0.01482657450488976,0.051579651021943805
sub-424015_ffs,9.240931633507541,5.74270378228584,19.1131423601157,6.223456420023976,0.0032409125613615643,18,15,17,22,1.4,1.5,3.749505,3.652322,-0.24245210504900785,0.01810186818380918,0.0062060928521774986
sub-436999_ffs,8.989409772730799,5.936845533877849,10.454643673503892,5.813257316850856,0.002815407629142607,82,100,91,77,13.8,58.8,2.893494,2.900392,-0.3476571037850872,0.019236742613971958,0.048215316356239935
sub-440735_ffs,8.916965425639544,4.450087096546162,15.478368414174314,5.515235160691946,0.003864793354879734,17,12,17,20,1.4,2.4,3.6768274,3.461818,-0.12536343115897625,0.02568848362321121,0.024874058128277348
sub-453666_ffs,9.078147461782441,5.449635481612824,19.456397247201217,6.229730528082903,0.003956746145868215,15,7,10,8,0.8,4.8,3.794462,3.680764,-0.12679384230942864,-0.07184747033715093,0.04120496038028494
sub-460834_ffs,9.422417728433564,6.112899273988122,11.76832352601325,5.837277481538612,0.001978466524266348,60,26,44,57,3.6,7.3,3.1196916,3.132945,-0.164798813127952,-0.10052232959021079,-0.04712976798313519
sub-468609_ffs,9.345836322178025,5.031622195265083,16.654366086439936,5.746446811153339,0.003978322712993003,18,10,16,16,1.0,2.0,3.7115784,3.6085074,-0.14071899128225196,-0.09529195971719677,0.13952837175446056
sub-502250_ffs,7.161560370644005,4.2254537933698115,8.292029708486089,6.013469101697092,0.0028175025613455655,156,176,91,100,34.0,286.9,2.2163775,2.0873358,0.011529389110123656,-0.057743552109641084,0.0031424905403064085
sub-508037_ffs,10.269231977974155,6.720272187871491,7.972582309482008,5.759133371573678,0.002967287032068424,138,144,75,109,22.2,178.6,2.4793215,2.389765,-0.007033569078083787,-0.08691758632263037,-0.023530920020182946
sub-517724_ffs,10.56780874719695,6.260453710299865,14.892712795187435,6.138262021483468,0.0025925188980544115,28,29,32,31,3.3,3.5,3.4324389,3.3789444,-0.254403432575868,-0.004009572422954063,0.02000327935784958
sub-519991_ffs,8.610154033662937,4.181226090175628,10.65303414939189,6.23786394899811,0.0026876555359339554,73,88,68,61,10.7,11.5,2.9977844,3.0086133,-0.18152214114602527,-0.0174290362889813,0.013641575331654943
sub-535925_ffs,8.477185969658555,5.669396268241341,11.924135767308558,5.965032250567361,0.0031861203187223785,39,40,44,51,5.0,12.0,3.1933777,3.0322413,-0.23609605319323904,-0.0006498487412398948,0.07808816614891258
sub-549056_ffs,4.626448843878318,2.3968496753237765,15.526157522725748,5.755460145805462,0.004076939082527891,21,16,31,20,1.3,2.3,3.4398866,3.6476953,-0.03897606902920177,-0.028423808088235938,-0.02627824112346056
sub-561646_ffs,11.606380541604974,6.369754285831217,8.75835092818152,5.621907115983122,0.0024979618677112895,112,97,66,77,19.7,105.8,2.2397382,2.5706315,-0.12684254166198472,-0.0559967626734249,0.0589527662917825
sub-567551_ffs,9.916579831107576,4.083847252476684,13.63256089394427,6.0849427085934735,0.0036261055629924718,35,32,43,40,3.5,5.4,3.3017004,3.2617564,-0.1360598222526068,-0.02750069304589091,0.0348729427080429
sub-570379_ffs,10.395937443227668,5.105005959813828,15.961418547454846,5.797948083159619,0.0032935804151404285,30,33,39,34,2.9,3.6,3.4240174,3.3374605,-0.14176092885239308,0.015069887265468228,0.06786659286517975
sub-579247_ffs,13.567470830175994,7.247947424042431,14.387731991623573,5.7254338017270365,0.003202758416514928,33,24,32,33,2.7,2.8,3.3915613,3.4435277,-0.18629209750217024,0.019155981010925454,-0.015134024318899523
sub-581638_ffs,12.14601782530916,6.702803693377459,12.83334924278962,5.624855175521685,0.0033646907949377095,50,61,57,57,6.0,6.6,3.344141,3.2236693,-0.005724233662964757,-0.041854197172371425,0.13169861258468402
sub-584264_ffs,9.603475989999293,5.047571981837316,12.376213893011226,6.714287072187685,0.0028967026692305223,72,64,62,90,9.1,11.1,3.0012224,3.0424855,-0.0888654475998344,-0.06576314350974652,0.09968403001590406
sub-593354_ffs,7.108999609177582,3.8001921794895437,14.817047535642892,6.121630864308083,0.004794971606339353,41,24,30,47,2.6,4.3,3.4492342,3.3507993,-0.10290008472912641,-0.015215530970385213,0.0075686972171078466
sub-597083_ffs,7.9868066112441705,4.153273590763638,13.92364821232627,5.893802139400396,0.0020927951134745546,40,24,33,29,2.5,5.0,3.3504252,3.3167977,0.09571158359293536,0.021745778922013594,-0.02059451373603506
sub-598630_ffs,9.259536292269058,5.907415187177248,15.186720532274,6.101415037647371,0.002388071059577884,28,16,34,25,2.8,3.9,3.421101,3.47892,-0.3080600363697789,0.03684767839899734,-0.01908148523608371
sub-603309_ffs,11.252834256237321,7.102160428155724,8.750257381387295,5.950397733638236,0.0025783084297706653,106,117,94,79,20.1,21.5,2.71715,2.7033362,-0.11877266318931264,0.01519844492279241,0.09308075819352489
sub-607339_ffs,11.41628685597123,7.033801152552383,13.365307465594292,6.165927768580319,0.0022551357819494107,29,35,35,41,3.4,6.5,3.1787229,3.2694645,-0.48342789939426795,-0.009707855340422514,0.10710643976930175
sub-607974_ffs,13.022667166402012,6.961013062126284,16.455887468202846,6.080367583115083,0.002403277491104418,23,17,22,23,1.3,2.0,3.6627865,3.6767256,-0.1653796473635978,-0.045272480594440986,0.0032994133146403335
sub-611047_ffs,7.147650935929619,3.9291632331175337,18.073356389740642,5.723482018690725,0.002328216906464506,23,20,22,26,1.9,2.5,3.5454118,3.4192822,-0.19572538211380133,-0.009564402928903329,0.018668776475401924
sub-613957_ffs,6.478460521441417,3.2319085099747324,17.89136334708158,5.909830946650918,0.0034067048182107058,6,7,9,10,0.6,0.8,3.3386557,3.214514,-0.2612510726861567,0.0012493614441057585,0.08075656792646814
sub-630780_ffs,9.35790229102104,5.051463688458293,14.859919664895708,5.9829141905339815,0.002681563398087134,16,11,17,18,2.1,2.1,3.693024,3.5852733,-0.12034630299472872,0.03973722647354172,0.11921375824523972
sub-645865_ffs,7.194043101650644,4.086630362529906,7.786542578311796,5.95905604636203,0.003050296736263785,135,166,135,94,39.1,156.9,2.5025988,2.4378047,-0.1959320221004442,-0.06463931908885877,0.06705159425156525
sub-652881_ffs,12.406692365799252,7.142559529499692,14.470461071689538,6.221008974111995,0.002410798846382781,56,38,44,59,4.4,7.0,3.1866412,3.290298,-0.020665297226777804,-0.03649848862169628,0.07275566969962467
sub-654178_ffs,9.014514507867332,5.518758674018198,18.335461509088454,6.030844715721318,0.004632447131371632,20,13,20,25,2.1,2.5,3.554848,3.5221677,-0.08402829584443221,-0.01768994818756451,0.0197871392165823
sub-654601_ffs,6.430928427103193,3.3448693532404636,10.821904199541445,6.249771668201511,0.0025395388304048543,63,48,67,53,6.3,11.1,3.023536,3.1511931,-0.19021771060575876,0.041433925770507106,0.06293908713784883
sub-664050_ffs,9.61812883841838,4.939209469869121,14.266298473684857,5.89489093203384,0.003660829622616692,37,25,30,38,2.8,4.5,3.3950996,3.5866885,-0.11473112575107669,-0.03170371953301212,-0.0013988363223803914
sub-669067_ffs,12.673527259373115,7.066780597759581,13.158243024142573,6.085949532353643,0.0024669857256173298,29,24,37,29,2.1,2.1,3.2377245,3.3254564,-0.5005909430079793,-0.03591584908783858,8.992716904604067e-05
sub-672229_ffs,13.755897778467384,5.942649695186292,14.523748129504515,6.08759784740213,0.0024026623384900366,35,21,26,39,3.8,4.3,3.325052,3.275851,-0.07494937383787535,-0.09202876394030433,0.014442774603635916
sub-678878_ffs,10.366058568033909,6.5499577752324445,11.966200183213413,6.000528054101619,0.0020495337085129715,59,55,56,70,8.6,10.7,3.1275382,3.1586103,-0.18957793230263448,-0.006499256661667015,0.03490609195114171
sub-680990_ffs,10.096471023991755,6.069462521384357,18.321661323502763,6.2156857788239295,0.004260710381990207,25,20,27,26,1.5,2.5,3.6439114,3.5069919,-0.30104499104597804,-0.04179702980663192,0.05781136830775209
sub-687508_ffs,6.1932521826933815,3.158086988485664,16.533755921966243,6.10730175128098,0.004259006640931933,15,20,18,26,1.5,3.1,3.5084252,3.4270434,-0.33692088312951307,0.01212365939348419,0.014434089481941421
sub-691641_ffs,10.939395288240481,5.9199020875450845,12.498301229260727,6.271784477718685,0.0047517877594757466,29,34,29,35,3.0,4.1,3.4694204,3.2699392,-0.010266373238516213,0.05499336140255713,0.017788740968641942
sub-691777_ffs,14.675108955499418,7.581798765192122,13.910947607438935,6.6304007541578995,0.002980437531452067,49,25,55,30,2.4,4.6,3.284045,3.3549418,-0.14616523501494832,-0.04691527660772817,0.09221852830327008
sub-697441_ffs,7.637978126319823,4.203609078465207,9.771999245270665,5.583409368790506,0.0031018568635899934,121,76,88,73,14.8,119.1,3.0929399,2.9928014,-0.19920338846851657,0.007565642086158843,0.01985077054824269
sub-707576_ffs,14.57025097799911,7.75156141849126,15.681314168312628,6.7664821395850385,0.002465823067431598,41,17,34,24,1.8,4.2,3.4085727,3.428637,-0.1461121678785185,-0.09716022789541397,0.022848004545753392
sub-714347_ffs,10.524394802586128,6.257805586063449,15.408458692905686,6.6467437387369035,0.002339144260399859,29,23,27,26,2.5,4.2,3.6782098,3.5824049,-0.23009175590683295,-0.07750907799710133,0.08191200831641933
sub-723372_ffs,5.043240842990452,3.480751678875835,9.384847440743677,6.9532149522477,0.002082831346303542,119,98,83,97,19.3,25.3,2.2988353,2.5484579,-0.4271549962373558,-0.050714160825474704,0.0025828846209468197
sub-740606_ffs,12.314927109622237,6.815926799238196,15.50597160386458,5.934665966843672,0.0028977171482113804,34,32,33,38,3.3,3.6,3.292581,3.2027028,-0.06792474722295887,-0.007912715229898712,0.06528516067564911
sub-750675_ffs,8.470781788929969,4.53886859475681,20.309300310203948,5.922368885420668,0.002759936529916327,11,10,17,14,1.3,1.5,3.9212363,3.7301402,-0.0916935946579628,-0.05880703031204076,-0.013858269404424986
sub-754006_ffs,9.416699479613879,6.34296559856003,9.431198134474048,6.047176463421522,0.0018798165590678249,104,97,73,80,12.4,26.7,2.830179,2.7884524,-0.31661814299774366,0.006344996787811754,0.028687609371297634
sub-754183_ffs,11.979094749283476,5.704693404119229,14.937696192504458,6.4067458113147655,0.0028966785790551118,21,22,23,22,1.7,2.1,3.6295075,3.4328141,-0.18002449299923395,0.017933846738570156,0.0028084634717609356
sub-757271_ffs,9.364776977879918,4.548165132647924,17.73390700466684,5.953238872963925,0.002476656184519284,22,12,30,17,2.2,2.6,3.3099182,3.4422088,-0.03412011081597552,-0.05561734191427095,0.016170839188715567
sub-764976_ffs,11.61962933343667,6.208714115405592,14.85981373614011,5.923758824229037,0.0032298520193682592,32,26,30,36,2.6,2.8,3.3169942,3.2392244,-0.16289219785858644,0.030291788060575083,0.04164400555483415
sub-772389_ffs,7.006152169616007,3.9846574766140432,16.65826957739671,5.582236341542028,0.0033870819268174393,17,19,21,23,1.7,1.6,3.4715693,3.4310906,-0.3609349741324371,0.01498752928074278,0.028883576086147583
sub-778481_ffs,12.739368259671826,6.416732457565382,10.954539143411118,5.855101892891336,0.004411849465409987,49,40,53,50,5.7,6.1,3.3981352,3.2775526,-0.17604465140236397,-0.03277786939547674,0.07231627852664713
sub-780660_ffs,10.051031006968211,6.250795619850587,9.638051305112118,5.492979141801613,0.002893970034896178,78,84,79,70,9.9,10.1,2.954878,3.0329714,-0.21434341746991242,0.016500412945304292,-0.004405816443964093
sub-788339_ffs,6.994485358684735,3.9734675913441855,15.29504206665902,6.688327263614546,0.0031204724854900583,30,23,33,28,3.0,3.1,3.5379066,3.3325913,-0.33466280395551756,-0.014802511415296097,0.03447630279203256
sub-809320_ffs,11.61780558043536,5.059522604239278,10.408589469351842,5.981783892186604,0.0025937347608438904,99,91,78,76,15.1,16.9,2.8077722,2.7704444,-0.11338730229251034,0.019238437829916712,0.08856156228903067
sub-811563_ffs,11.651126943834711,7.05321487558562,14.942496679699689,6.142584060247219,0.0031026499027369723,29,15,27,20,2.8,4.4,3.5572057,3.5152547,-0.11384955163511899,0.009881380156063078,0.008962593618122443
sub-830976_ffs,7.882883547594644,3.8940372599185284,11.1074832002365,5.374248385622779,0.0036664931703374194,58,56,66,55,11.2,16.2,3.298971,3.2485664,-0.12421489002674957,0.024368615155631622,0.07955379750267377
sub-848092_ffs,8.341524873129215,4.221544787877667,15.777645860611013,6.034150014877704,0.003569289475860249,16,9,15,10,1.0,1.9,3.6130507,3.4588788,-0.263362456284717,0.08119563485256136,-0.017305050793479174
sub-862915_ffs,7.78470995713309,3.6682412551561954,17.15733286345923,5.875141844471501,0.0040247040200008175,39,21,25,44,2.3,3.4,3.5358927,3.6042943,-0.06331344882216348,-0.024572994337770198,0.042551893939535686
sub-886764_ffs,11.73888680724506,6.824570598028127,13.968744112617507,5.924633010683592,0.003776628039509081,12,17,19,25,1.7,1.8,3.4534812,3.4768128,-0.21326442355610808,0.024924437470044847,0.048971248945174115
sub-890465_ffs,8.767563388344048,4.813763365478659,13.280574826221637,5.877366515663225,0.0036535141217645044,38,30,42,35,3.5,3.9,3.5731285,3.5318584,-0.18660951775621518,0.03379845254910848,0.0891825962054969
sub-914102_ffs,12.26607171631514,5.5602614784903945,13.375558734247742,5.845309952322045,0.0031769547673339013,68,51,56,53,5.0,11.3,3.158164,3.3429577,-0.08222802801372024,-0.007849696433138103,0.03989879555695032
sub-923660_ffs,8.321757427982256,4.164385245590078,18.983033057866905,5.8454426393475165,0.003189160648517526,20,20,24,30,1.6,2.4,3.4269884,3.5305924,-0.03952872025027741,0.027235584070898787,0.021870329275401137
sub-926536_ffs,8.648113018221,5.1624839017317425,16.20525439440802,6.168026686210045,0.004554627364796433,14,10,16,22,1.0,1.4,3.643483,3.5807545,-0.14725810023417826,-0.04955398971423099,0.03487707489996302
sub-938344_ffs,12.594576016066053,7.1409117402316555,12.025130588602629,6.343271943713348,0.003276761000555725,75,54,48,57,7.1,7.9,3.2579966,3.1042874,-0.1333607018845321,-0.048121032869226546,0.03299650341963813
sub-945122_ffs,13.045134089516047,7.187378081429817,13.072981228592125,6.156184527607123,0.002213092572880148,33,26,43,37,2.9,3.4,3.309244,3.2128625,-0.1656561859699149,-0.03631383284487185,0.021560630818651692
sub-945652_ffs,11.07124986356204,4.955473296606223,8.791970240774909,5.856388165221281,0.0024892087990218193,122,132,62,90,20.6,95.0,2.3598123,2.2313132,-0.07302700931393513,-0.06822496593813614,0.08805360432738275
sub-946200_ffs,8.174478834931998,4.779733731358233,11.63532460337197,5.862966444550503,0.00307742455285577,63,63,78,69,6.4,18.6,3.1362598,3.201109,-0.15132642170488975,-0.01104703710878606,0.08476946912361874
sub-966788_ffs,8.389321081623311,3.901396021277395,12.354532695905359,6.316836919514673,0.0031730385601441897,50,50,41,49,4.6,7.1,3.3171735,3.1605206,-0.2899783179520349,-0.07241285007660811,0.061627274610923904
sub-987325_ffs,8.5549153052471,4.51967949517866,17.593407892147006,5.606326561298681,0.0035748841987733987,24,18,22,23,2.2,2.1,3.5466383,3.50545,-0.20783845924938163,-0.09298879721035179,0.08630701185373157
sub-988484_ffs,10.383691844539765,6.138670439017513,7.932653728900855,5.5197191629542575,0.0027982928769978645,134,132,87,104,22.7,23.3,2.413267,2.220317,-0.2437150218374783,-0.004840818221887026,0.10880430388550442
sub-992238_ffs,9.834949341152662,5.259230148993319,14.437483365868157,5.877662538986365,0.002638840302985185,40,32,45,48,2.5,1.6,3.5878232,3.3901725,-0.17251905876701928,0.01628470478928676,0.04862603116003391
