subject,wm_snr_orig,gm_snr_orig,wm_snr_norm,gm_snr_norm,cc_size,holes_lh,holes_rh,defects_lh,defects_rh,topo_lh,topo_rh,con_snr_lh,con_snr_rh,rot_tal_x,rot_tal_y,rot_tal_z
sub-122916_ffs,12.998139480493098,7.448184087599627,15.643060017432681,6.2140076866619465,0.0035948673283659745,19,17,19,20,2.7,3.3,3.6722229,3.6504285,-0.06986025041525004,-0.05451122774191971,-0.03207765209077503
sub-127867_ffs,11.38120539366818,5.577013118350137,18.064617522979663,6.168356140218554,0.0035409084178696665,7,4,9,6,0.9,0.8,3.5280979,3.451609,-0.24834748566818216,0.09992455096727762,0.13791637017355662
sub-152686_ffs,14.735092505303003,7.824472873490406,20.804871783342595,5.963142766870964,0.004011948658867157,12,8,12,10,1.5,3.1,3.786449,3.8001552,-0.143965748969686,0.10496839924113043,0.017084626248080007
sub-171967_ffs,10.714168110668208,6.222278024948762,18.62367980276733,6.218403048957756,0.0029862538044249684,6,10,10,17,1.1,1.2,3.6092584,3.5297024,-0.20840429908238284,0.030166241382527437,0.02290347031162482
sub-177856_ffs,13.519744703187124,7.19306371480379,19.731102536640122,6.328330002845055,0.00287457572420996,8,14,19,12,1.3,2.2,3.5689914,3.3468564,-0.2497234055267844,0.06710298250288135,0.0590432421080076
sub-182744_ffs,11.56390174984745,6.646399032607041,18.660290764577542,6.347925140498315,0.004116627256148516,11,8,13,9,0.6,1.5,3.8378885,3.6681454,0.06648404750900527,-0.005071286795133445,-0.01630065195866476
sub-196711_ffs,12.70831586536408,6.676843529104606,18.940169324768853,6.009237774013007,0.0033935250909244642,14,15,21,14,1.2,1.3,3.6613483,3.4244745,-0.047099586428366653,-0.033562967196137786,0.03988463723696837
sub-217720_ffs,9.040845054668058,5.040182463148674,19.81038942754505,5.734017003260457,0.003358932201888937,9,13,16,14,1.5,1.4,3.7744627,3.6713572,-0.12279847571487829,-0.04497052541240776,-0.023816026116427375
sub-219843_ffs,12.666266777495789,6.7476009670681085,20.452157868821914,6.232431268815698,0.0031438812322402802,18,7,8,15,0.7,1.3,3.86787,3.6732318,-0.07748907953407702,-0.053140137312994294,-0.00038097991057549227
sub-253306_ffs,11.781126105170102,6.465298875793783,21.480773449623555,6.078676587431617,0.0034247304542014997,12,3,11,8,1.1,0.8,3.6613815,3.5994642,-0.12683508112658212,0.026269936650896025,0.02225242262545247
sub-253493_ffs,9.010544350503018,5.310251802765651,22.20400802063942,5.880198367148462,0.004161839551064468,7,13,16,10,0.9,1.3,4.0542808,3.9202695,-0.1760249083498126,-0.0032441259517698344,0.021208039619043276
sub-257563_ffs,9.963639337002416,5.825319030991148,17.899940686635944,6.014260069706779,0.0031050036601029535,23,15,24,22,1.7,3.6,3.503557,3.4931657,-0.10396885639057361,0.06517258149011071,0.045601370131280045
sub-261051_ffs,13.073469736839723,7.256341283791378,20.03624527379801,5.932702972755272,0.004732480448065025,7,4,11,8,0.7,1.1,3.9652424,3.840357,0.008948696026019873,0.09573501725758006,0.009677799537930798
sub-275147_ffs,10.886740513635523,6.204698728700022,18.42580059949196,6.504609920439147,0.003675372227553916,15,9,15,16,1.2,1.3,3.59021,3.504107,-0.08951452309070665,0.011715091686603772,0.030612117631113576
sub-278729_ffs,11.970493620047657,6.722417714655993,19.09309021485811,6.4661153785821135,0.0022398536526781346,15,9,14,9,1.1,1.1,3.761686,3.8764699,-0.02343575900644728,0.012292543470195417,-0.01780929427002638
sub-279373_ffs,11.045755369946663,6.494505836082318,18.864495590091693,6.313012217919286,0.0027606837688804106,7,7,7,9,0.6,0.7,3.7832828,3.6286526,-0.41748523046945857,0.05234222061388897,-0.04004457679923134
sub-281888_ffs,11.920439520526484,6.954577368969698,13.64173859815189,6.521016906953583,0.0027031260484690115,34,17,41,22,2.6,3.9,3.5653174,3.5052056,-0.07666756364933738,0.03564145611901486,0.07281967968667163
sub-292060_ffs,11.853806630119939,6.498837682454229,18.76621863967897,6.329564447994269,0.0032427028440778663,26,20,26,24,1.9,1.7,3.531843,3.6096506,0.03305739364704498,-0.041549881804292914,0.021470070119063784
sub-292213_ffs,11.596199110295183,5.142297702879626,19.334448958972963,6.786324056561547,0.0035308233634234357,4,7,6,11,0.8,0.9,3.8400164,3.5338554,-0.11403333718971326,-0.000990296326621229,0.03037092676498258
sub-313623_ffs,9.907937129402772,5.697461325383991,21.09205827203622,6.004480714076702,0.003677173349018994,4,8,14,7,1.2,2.7,3.9529738,3.8919582,-0.07336506059712795,-0.04309133109827046,-0.06255627108108584
sub-337488_ffs,11.182282111258017,4.8489786015473175,18.46357593517836,6.414395068349809,0.004213612637703146,26,16,27,26,2.0,2.8,3.443333,3.477792,-0.17218407111497405,-0.03562924758075108,0.06751750692669115
sub-351288_ffs,9.150732516205045,5.3032948498643755,17.534884792851095,5.974111857698142,0.0032180476426866616,14,16,20,20,1.5,1.5,3.8790674,3.7006636,-0.13351990246491205,0.01656564546680009,0.08662600734196413
sub-367500_ffs,13.020771408208567,6.931971224456862,21.695221828264017,6.013906588346293,0.004129111540177966,12,6,17,11,0.9,1.1,3.7870092,3.6977725,-0.04452820796210164,0.02163807080289467,-0.04069443036935657
sub-407309_ffs,11.784114011239101,6.311018842172243,18.297637539511374,5.784289028952513,0.003283538273482735,14,19,21,14,1.8,1.8,3.7879305,3.6360526,-0.09286192832535757,-0.008090067269402248,0.05283317805535755
sub-424015_ffs,9.346673449988954,5.585138246890777,23.991974689113945,6.056448471927856,0.0033236390332458195,3,6,12,7,0.7,0.5,3.9997504,3.760329,-0.2541388585421231,0.03774233557313161,0.010479204913131042
sub-441269_ffs,11.959084681871163,5.082785933171332,21.39730935513225,6.112446041008304,0.004600319467596385,5,6,6,15,1.0,1.6,3.6148162,3.4508717,-0.01683474850316893,-0.014255502784591891,0.033228299910522466
sub-453666_ffs,9.114123470336247,5.423533363862092,22.697722586824415,6.118227830104947,0.0037515022970363372,6,1,4,9,0.4,0.9,3.8293476,3.876213,-0.14406142938279443,-0.06581683425379693,0.03881747526959984
sub-460834_ffs,8.972649818117777,6.000922069094815,14.847869864810914,6.044395314818466,0.0019663743466926493,21,9,29,18,1.4,2.7,3.523397,3.5231354,-0.19423494940134609,-0.09561578246382557,-0.042566914888318604
sub-468609_ffs,9.865614043785758,5.858584814906409,21.87338212325706,5.770369030754242,0.004075049038022942,5,5,7,10,0.7,0.9,3.9149504,3.8122385,-0.12644427258920382,-0.09278578277479362,0.13508610195124465
sub-508037_ffs,11.747995271030348,6.754173446830968,15.027275983197724,6.235578192416277,0.004141279327913986,34,22,29,34,1.8,3.4,3.4467068,3.4779112,0.017149927518751242,-0.08767011106953043,0.00724066698142128
sub-513281_ffs,11.104123374138041,6.259603742093251,17.74339413808112,6.2225373045786805,0.0024266388740778176,6,3,11,8,0.7,3.0,3.8669116,3.8363917,-0.24095171380311486,-0.009804004753565493,0.05439119730931843
sub-517724_ffs,10.386794678268265,6.140917638063231,18.89203688763877,6.031156248254077,0.0031190528589435653,14,14,19,20,2.1,2.5,3.639659,3.6722572,-0.25934016067341786,0.0018254886672288565,0.029293632937184455
sub-519991_ffs,9.983613451175552,5.887231862652987,21.67629494045684,6.220888620495319,0.003713484972949089,16,8,20,11,1.1,2.3,3.8672333,3.8207781,-0.210428091726543,-0.00900197976917376,0.009976551598299896
sub-535925_ffs,8.89117077413209,5.535586286979076,20.172083776452034,6.329628016759866,0.0036631635025236313,5,4,7,5,0.6,1.6,3.801477,3.6518579,-0.23226879551564264,0.010915351447475394,0.06219705443158737
sub-549056_ffs,9.226377611318453,5.539014990683482,20.435424956069305,5.970669854402533,0.004134516373518163,11,6,13,9,0.7,1.8,3.7078607,3.760528,-0.047720713141855865,-0.04032857213040599,-0.018243952760590442
sub-561646_ffs,13.833416750128293,7.1512147778620605,14.382770984978242,6.328228384881899,0.0034840208829867445,38,25,25,40,3.5,4.8,3.3456366,3.36781,-0.16181623612674925,-0.020928970521063423,0.05222028371396562
sub-567551_ffs,13.19099930037036,6.928818998155775,22.62929483551543,5.90568855516932,0.003208991211606754,5,3,7,6,0.5,0.5,3.5092394,3.5026193,-0.1246116773463531,-0.03184667713955849,0.04571585794663604
sub-579247_ffs,11.810088057817227,6.7408476973884826,15.826807049318798,5.700063270769829,0.003497471548835423,27,10,30,18,1.8,4.3,3.6295419,3.596043,-0.1532851789330317,0.005531755296361683,0.0032983466104214943
sub-581638_ffs,12.285370734925532,6.668719511017944,16.460557880957897,5.920235508691654,0.0031052105840718154,31,25,26,32,1.9,2.4,3.671059,3.659293,0.007742284511869927,-0.021590797310252857,0.12519002512400623
sub-584264_ffs,15.063311011611836,8.026776973492805,19.722792751388454,7.197556177571081,0.003362202582885174,21,7,21,7,0.8,4.3,3.6352963,3.5881324,-0.03649510695095417,-0.049382341960370835,0.07597219903408482
sub-597083_ffs,9.320308539898251,5.669264868975043,21.66270624360695,6.2118106212915905,0.003344077303160807,11,18,12,19,2.5,2.4,3.8600128,3.8064141,0.06685711960223596,0.036069480348753694,-0.0068401796612698774
sub-598630_ffs,9.359363842957965,5.774317412125427,23.24404902871852,5.878497221733715,0.002649818440700169,1,6,9,2,0.4,2.2,3.8630435,3.7866874,-0.30094305366212765,0.052394130044983354,0.0430981842396965
sub-599619_ffs,11.459341812788214,6.200750087689536,18.76291354749355,6.11657954099143,0.0030386346376070233,8,6,12,6,0.6,1.3,3.788249,3.7239387,-0.15560136125954083,-0.04549006041860201,-0.07744677933823539
sub-602346_ffs,5.6167068920871275,3.179243348776343,24.973701128667354,6.051785447501841,0.003777031036160371,9,8,10,9,0.7,1.4,3.9224274,3.7564974,-0.1910258694131055,0.0319457552541394,0.02932663311283733
sub-603309_ffs,12.937368099108337,7.080354591208,14.350098475303811,6.017883634327123,0.002383659626085877,44,50,45,49,5.2,6.3,2.922162,3.1346457,-0.14787692528327642,0.029322934810144394,0.11952017682202343
sub-607339_ffs,10.30159794878142,4.370820594201105,18.16700225531725,6.105908043719064,0.002623639858176846,11,8,18,11,0.8,1.9,3.4678893,3.4616432,-0.49901510206940125,0.018588971068146217,0.09500995403603299
sub-607974_ffs,11.150902224722245,4.839656576872164,22.843949719560605,6.007092391482955,0.0024365992868770115,10,10,13,11,1.3,1.3,3.874721,3.7411003,-0.17459557476047988,-0.02472560657588421,0.013874935488194974
sub-652881_ffs,12.757960894256012,7.050120844355093,18.812353894685923,6.342080614962827,0.002779876388069018,24,10,17,19,1.6,1.8,3.6737027,3.5259874,0.014191489598178564,0.0032844820236232843,0.0553070290770612
sub-654178_ffs,7.14798868019991,3.767765127017309,21.60187532683068,5.948478255778003,0.004787012796416115,5,4,7,11,1.5,1.7,3.840732,3.683702,-0.12723535231301444,0.0026471725089642836,0.025485869682047364
sub-669067_ffs,13.069461936510194,6.975041796440522,16.243890245463966,5.985305054064773,0.002732235037774022,10,10,18,19,1.2,1.1,3.5290446,3.3174617,-0.5172884478308948,-0.03151951659853327,-0.0028254075394174324
sub-678878_ffs,10.266601353432897,5.996167985112101,16.151117575278427,6.218985956608451,0.0027207625950117905,39,25,40,30,3.3,3.2,3.5115554,3.5053263,-0.22600012931576594,-0.0023438651472513965,0.04472859336325123
sub-680990_ffs,9.9496014664306,5.901268833972373,20.16396496757093,6.239745842802623,0.0044079082328247685,24,8,13,23,1.0,2.1,3.7012165,3.5918567,-0.3079136507656208,-0.04097375625652212,0.055749864450819565
sub-691777_ffs,14.526466756253583,7.24034051750742,15.620152542654028,6.525049023388304,0.0034706532556678573,34,18,33,22,1.7,3.8,3.3727298,3.3450055,-0.14127165413156442,-0.0496972382449069,0.0953302548377265
sub-694330_ffs,10.219418720232529,6.167809239952202,18.047921474477754,5.944801659074077,0.0025548449145322114,15,5,12,12,0.9,2.2,3.7734463,3.8294687,-0.1631000361539231,0.02024617552946022,0.06080874822946599
sub-707576_ffs,14.609574867001546,7.667578790605115,18.954209725554044,6.76718206945879,0.0026884933982471034,16,15,18,22,1.4,2.9,3.5290313,3.5210626,-0.13459943189571758,-0.09962603508454858,0.011645904984383183
sub-740606_ffs,12.650141528647548,6.98355417570903,16.11466077580076,6.178047893587934,0.0032835553703944274,21,28,36,32,2.5,2.8,3.4077764,3.3669198,-0.08399736494611794,-0.01082080419391566,0.07243757799400409
sub-754006_ffs,10.947605107539301,6.669938065610498,18.03431186262426,6.318909730980132,0.0021152788929373785,13,8,19,14,1.3,2.7,3.631402,3.427459,-0.3349381443455561,0.021774727838104736,0.014691568257584706
sub-757271_ffs,11.39534231816625,6.410472614693487,19.164113452499763,6.1479487936557,0.00237933048372802,13,7,18,11,0.9,2.0,3.5586963,3.4523141,-0.009433963298927945,-0.04421792807422851,0.025911178128668822
sub-764976_ffs,12.794634287754208,6.430513178914358,18.29235218951791,6.276022712999692,0.003582411840983666,21,20,23,20,1.5,1.6,3.657652,3.592598,-0.16929616476380457,0.0339106150364701,0.041517249428784986
sub-780660_ffs,6.539119775236272,3.4867107282430094,18.136823776150443,6.1879766197312644,0.0030989947871161586,12,17,10,13,1.0,1.7,3.7059433,3.6521213,-0.17097035189603713,0.005853506557260977,0.015325715918937687
sub-791907_ffs,9.605062689893712,5.139713210173567,19.074224074349793,6.2658933603618125,0.0029838674920464525,12,8,12,11,0.8,1.8,3.6781251,3.6644294,-0.2231593178642921,-0.006170890207438747,0.03152035738229848
sub-802945_ffs,11.374209400931758,6.456585313004431,19.97283233457136,6.012805148038211,0.0026058566814652967,13,7,14,9,2.0,2.0,4.0450964,3.9787774,-0.060556549531706375,0.012785357806731599,0.02403338493751852
sub-811563_ffs,6.227617253769726,3.487335443041635,20.597186232531968,6.050066862513375,0.0032114506213300137,4,8,4,9,1.0,1.8,3.8823833,3.7025476,-0.08150530545813234,0.043122362027805096,0.030573603368189466
sub-865293_ffs,9.916352056610139,4.440644472539778,17.062411459099216,6.269080523855481,0.003768935409824373,11,1,11,6,0.3,2.4,3.6902697,3.7346482,-0.014069849229791806,-0.02405401559813355,-0.010803384555071547
sub-886764_ffs,11.901790471740076,6.78666448874645,15.71121079537403,5.978219144423706,0.003910222762949399,17,5,17,11,1.5,3.8,3.7513285,3.5574355,-0.19671754505712477,0.021035151216572505,0.06265359656333122
sub-927452_ffs,8.291578020407387,4.109741187964897,18.747555927177192,6.864692318519285,0.0038610180643841065,16,9,12,23,0.8,1.6,3.5862553,3.5533795,-0.21744812514745718,0.030885123186945543,0.08089533537367465
sub-938344_ffs,13.952675394198238,7.5188330767769305,17.502752547431424,6.585574707809765,0.003592986475243105,18,21,18,14,1.8,1.9,3.6947494,3.5175166,-0.14559036420970892,-0.04887525779779844,0.04009670227750711
sub-945122_ffs,13.435137980891533,7.510512667992019,15.870124708606973,6.487188744937718,0.002266343337446107,21,25,35,24,1.6,2.6,3.4933012,3.3738832,-0.1752294533148604,-0.03215029604771746,0.016234497855398503
sub-986786_ffs,9.77369922016635,5.0483284136818405,20.117088849093562,5.816955178669709,0.0029877926351134284,14,11,11,14,1.0,2.0,3.7536967,3.5703824,-0.11447760787081655,0.001157726390831519,0.06898383361526986
sub-988484_ffs,13.45969941428331,7.761202684032131,13.67051517778764,6.407807487449175,0.002596535469892188,25,22,31,28,2.0,2.6,3.433743,3.331164,-0.19792757985077827,-0.05137367863227561,0.06694526767395258
sub-988653_ffs,11.766809952349163,5.10599182249199,17.93155618997549,6.313902541955463,0.0035384561790937994,8,2,4,14,0.4,1.1,3.7224472,3.7508175,-0.3135043365400577,-0.007302501053131608,0.04538219175876208
sub-992121_ffs,8.106878119908306,4.003743414133907,23.498506355660147,6.056330888945301,0.0020022531411017955,15,6,8,18,0.7,1.3,3.7629244,3.6916862,-0.08496785702730925,-0.009962987229390824,-0.0003178627000097146
